"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source"
"Tang, D.; Li, C.; Du, T.; Jiang, H.; Ma, D.; Ma, Z.; Grzegorzek, M.; Jiang, T.; Sun, H.","Tang, Dechao (58023452200); Li, Chen (56344405800); Du, Tianming (58546817800); Jiang, Huiyan (14628756900); Ma, Deguo (58022159000); Ma, Zhiyu (58023019900); Grzegorzek, Marcin Jerzy (6504608152); Jiang, Tao (56441962300); Sun, Hongzan (55446337100)","58023452200; 56344405800; 58546817800; 14628756900; 58022159000; 58023019900; 6504608152; 56441962300; 55446337100","ECPC-IDS: A benchmark endometrial cancer PET/CT image dataset for evaluation of semantic segmentation and detection of hypermetabolic regions","2024","Computers in Biology and Medicine","10","10.1016/j.compbiomed.2024.108217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186540522&doi=10.1016%2Fj.compbiomed.2024.108217&partnerID=40&md5=c55f875772edc213c83379343f9773e8","Background: Endometrial cancer is one of the most common tumors in the female reproductive system and is the third most common gynecological malignancy that causes death after ovarian and cervical cancer. Early diagnosis can significantly improve the 5-year survival rate of patients. With the development of artificial intelligence, computer-assisted diagnosis plays an increasingly important role in improving the accuracy and objectivity of diagnosis and reducing the workload of doctors. However, the absence of publicly available image datasets restricts the application of computer-assisted diagnostic techniques. Methods: In this paper, a publicly available Endometrial Cancer PET/CT Image Dataset for Evaluation of Semantic Segmentation and Detection of Hypermetabolic Regions (ECPC-IDS) are published. Specifically, the segmentation section includes PET and CT images, with 7159 images in multiple formats totally. In order to prove the effectiveness of segmentation on ECPC-IDS, six deep learning semantic segmentation methods are selected to test the image segmentation task. The object detection section also includes PET and CT images, with 3579 images and XML files with annotation information totally. Eight deep learning methods are selected for experiments on the detection task. Results: This study is conduct using deep learning-based semantic segmentation and object detection methods to demonstrate the distinguishability on ECPC-IDS. From a separate perspective, the minimum and maximum values of Dice on PET images are 0.546 and 0.743, respectively. The minimum and maximum values of Dice on CT images are 0.012 and 0.510, respectively. The target detection section's maximum mAP values on PET and CT images are 0.993 and 0.986, respectively. Conclusion: As far as we know, this is the first publicly available dataset of endometrial cancer with a large number of multi-modality images. ECPC-IDS can assist researchers in exploring new algorithms to enhance computer-assisted diagnosis, benefiting both clinical doctors and patients. ECPC-IDS is also freely published for non-commercial at: https://figshare.com/articles/dataset/ECPC-IDS/23808258. © 2024 Elsevier Ltd","38430743","Article","Final","","Scopus"
"Stegmuller, T.; Abbet, C.; Bozorgtabar, B.; Clarke, H.; Petignat, P.; Vassilakos, P.; Thiran, J.-P.","Stegmuller, Thomas (57462254700); Abbet, Christian (57211191066); Bozorgtabar, Behzad (37109488100); Clarke, Holly (58112080900); Petignat, P. P. (7003287570); Vassilakos, Pierre P. (7005228217); Thiran, Jean-Philippe Philippe H. (35554798200)","57462254700; 57211191066; 37109488100; 58112080900; 7003287570; 7005228217; 35554798200","Self-supervised learning-based cervical cytology for the triage of HPV-positive women in resource-limited settings and low-data regime","2024","Computers in Biology and Medicine","9","10.1016/j.compbiomed.2023.107809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184523266&doi=10.1016%2Fj.compbiomed.2023.107809&partnerID=40&md5=f48842fd2c535540f1277b483d14fe35","Screening Papanicolaou test samples has proven to be highly effective in reducing cervical cancer-related mortality. However, the lack of trained cytopathologists hinders its widespread implementation in low-resource settings. Deep learning-assisted telecytology diagnosis emerges as an appealing alternative, but it requires the collection of large annotated training datasets, which is costly and time-consuming. In this paper, we demonstrate that the abundance of unlabeled images that can be extracted from Pap smear test whole slide images presents a fertile ground for self-supervised learning methods, yielding performance improvements compared to off-the-shelf pre-trained models for various downstream tasks. In particular, we propose Cervical Cell Copy-Pasting (C3P) as an effective augmentation method, which enables knowledge transfer from public and labeled single-cell datasets to unlabeled tiles. Not only does C3P outperforms naive transfer from single-cell images, but we also demonstrate its advantageous integration into multiple instance learning methods. Importantly, all our experiments are conducted on our introduced in-house dataset comprising liquid-based cytology Pap smear images obtained using low-cost technologies. This aligns with our long-term objective of deep learning-assisted telecytology for diagnosis in low-resource settings. © 2024 The Authors","38113684","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus"
"Ye, Y.; Li, M.; Pan, Q.; Fang, X.; Yang, H.; Dong, B.; Yang, J.; Zheng, Y.; Zhang, R.; Liao, Z.","Ye, Ying (57221916018); Li, Meng (58753764800); Pan, Qilong (58753630200); Fang, Xin (58358090000); Yang, Hong (58602559100); Dong, Bingying (58303740100); Yang, Jiaying (58302856100); Zheng, Yuan (58753764900); Zhang, Renxiang (58753630300); Liao, Zhijun (57190954823)","57221916018; 58753764800; 58753630200; 58358090000; 58602559100; 58303740100; 58302856100; 58753764900; 58753630300; 57190954823","Machine learning-based classification of deubiquitinase USP26 and its cell proliferation inhibition through stabilizing KLF6 in cervical cancer","2024","Computers in Biology and Medicine","6","10.1016/j.compbiomed.2023.107745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179131176&doi=10.1016%2Fj.compbiomed.2023.107745&partnerID=40&md5=de01aebc453586afa62163536d0fc6a5","Objective: We aim to accurately distinguish ubiquitin-specific proteases (USPs) from other members within the deubiquitinating enzyme families based on protein sequences. Additionally, we seek to elucidate the specific regulatory mechanisms through which USP26 modulates Krüppel-like factor 6 (KLF6) and assess the subsequent effects of this regulation on both the proliferation and migration of cervical cancer cells. Methods: All the deubiquitinase (DUB) sequences were classified into USPs and non-USPs. Feature vectors, including 188D, n-gram, and 400D dimensions, were extracted from these sequences and subjected to binary classification via the Weka software. Next, thirty human USPs were also analyzed to identify conserved motifs and ascertained evolutionary relationships. Experimentally, more than 90 unique DUB-encoding plasmids were transfected into HeLa cell lines to assess alterations in KLF6 protein levels and to isolate a specific DUB involved in KLF6 regulation. Subsequent experiments utilized both wild-type (WT) USP26 overexpression and shRNA-mediated USP26 knockdown to examine changes in KLF6 protein levels. The half-life experiment was performed to assess the influence of USP26 on KLF6 protein stability. Immunoprecipitation was applied to confirm the USP26-KLF6 interaction, and ubiquitination assays to explore the role of USP26 in KLF6 deubiquitination. Additional cellular assays were conducted to evaluate the effects of USP26 on HeLa cell proliferation and migration. Results: 1. Among the extracted feature vectors of 188D, 400D, and n-gram, all 12 classifiers demonstrated excellent performance. The RandomForest classifier demonstrated superior performance in this assessment. Phylogenetic analysis of 30 human USPs revealed the presence of nine unique motifs, comprising zinc finger and ubiquitin-specific protease domains. 2. Through a systematic screening of the deubiquitinase library, USP26 was identified as the sole DUB associated with KLF6. 3. USP26 positively regulated the protein level of KLF6, as evidenced by the decrease in KLF6 protein expression upon shUSP26 knockdown in both 293T and Hela cell lines. Additionally, half-life experiments demonstrated that USP26 prolonged the stability of KLF6. 4. Immunoprecipitation experiments revealed a strong interaction between USP26 and KLF6. Notably, the functional interaction domain was mapped to amino acids 285–913 of USP26, as opposed to the 1–295 region. 5. WT USP26 was found to attenuate the ubiquitination levels of KLF6. However, the mutant USP26 abrogated its deubiquitination activity. 6. Functional biological assays demonstrated that overexpression of USP26 inhibited both proliferation and migration of HeLa cells. Conversely, knockdown of USP26 was shown to promote these oncogenic properties. Conclusions: 1. At the protein sequence level, members of the USP family can be effectively differentiated from non-USP proteins. Furthermore, specific functional motifs have been identified within the sequences of human USPs. 2. The deubiquitinating enzyme USP26 has been shown to target KLF6 for deubiquitination, thereby modulating its stability. Importantly, USP26 plays a pivotal role in the modulation of proliferation and migration in cervical cancer cells. © 2023 Elsevier Ltd","38064851","Article","Final","","Scopus"
"Xu, T.; Jiang, J.; Xiang, X.; Jahanshahi, H.; Zhang, Y.; Chen, X.; Li, L.","Xu, Tu (58738372000); Jiang, Jingwen (58735958000); Xiang, Xiaoqing (58081387000); Jahanshahi, Hadi (57193898012); Zhang, Yong (59072021800); Chen, Xiaoyan (57202604619); Li, Lesai (55646573000)","58738372000; 58735958000; 58081387000; 57193898012; 59072021800; 57202604619; 55646573000","Conduction and validation of a novel prognostic signature in cervical cancer based on the necroptosis characteristic genes via integrating of multiomics data","2024","Computers in Biology and Medicine","7","10.1016/j.compbiomed.2023.107656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178381205&doi=10.1016%2Fj.compbiomed.2023.107656&partnerID=40&md5=3ca0e7bc9caca3075a1c1b880f7601aa","The significance of necroptosis in recurrent or metastatic cervical cancer remains unclear. In this study, we utilized various bioinformatics methods to analyze the cancer genome atlas (TCGA) data, gene chip and the single-cell RNA-sequencing (scRNA seq) data. And a necroptosis-related genes signature for prognostic assessment of patients with cervical cancer was constructed successfully. Survival analysis, receiver operating characteristic (ROC) curve, the support vector machine recursive feature elimination (SVM-RFE) algorithm and random forest analysis were performed to validate this signature. Patients in TCGA-CESC cohort were grouped into “high-necroptosis score (H-NCPS)"" vs “low-necroptosis score (L-NCPS)"" subgroups based on the median of necroptosis score of each patient. Analyses of the tumor microenvironment manifested “H-NCPS” patients associated with lower degree of immune infiltration. Through the utilization of survival analysis, cell communication, and Gene Set Enrichment Analysis (GSEA), PGK1 was determined to be the pivotal gene within the 9-gene signature associated with necroptosis. The high expression of PGK1 in cervical cancer cells was confirmed through the utilization of quantitative real-time polymerase chain reaction (RT-qPCR) and the human protein atlas (HPA). In the interim, PGK1 prompted the transition of M1 macrophages to M2 macrophages and influenced the occurrence and development of necroptosis. In conclusion, the 9-gene signature developed from necroptosis-related genes has shown significant predictive capabilities for the prognosis of cervical cancer, offered valuable guidance for individualized and targeted treatment approaches for patients. © 2023 Elsevier Ltd","38029530","Article","Final","","Scopus"
"Song, Y.; Zou, J.; Choi, K.-S.; Lei, B.; Qin, J.","Song, Youyi (56420728300); Zou, Jing (57820978400); Choi, Kup Sze (57191030846); Lei, Baiying (26422280400); Qin, Jing (35339855100)","56420728300; 57820978400; 57191030846; 26422280400; 35339855100","Cell classification with worse-case boosting for intelligent cervical cancer screening","2024","Medical Image Analysis","12","10.1016/j.media.2023.103014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175257864&doi=10.1016%2Fj.media.2023.103014&partnerID=40&md5=cd192630953e9cdb14907391707d875f","Cell classification underpins intelligent cervical cancer screening, a cytology examination that effectively decreases both the morbidity and mortality of cervical cancer. This task, however, is rather challenging, mainly due to the difficulty of collecting a training dataset representative sufficiently of the unseen test data, as there are wide variations of cells’ appearance and shape at different cancerous statuses. This difficulty makes the classifier, though trained properly, often classify wrongly for cells that are underrepresented by the training dataset, eventually leading to a wrong screening result. To address it, we propose a new learning algorithm, called worse-case boosting, for classifiers effectively learning from under-representative datasets in cervical cell classification. The key idea is to learn more from worse-case data for which the classifier has a larger gradient norm compared to other training data, so these data are more likely to correspond to underrepresented data, by dynamically assigning them more training iterations and larger loss weights for boosting the generalizability of the classifier on underrepresented data. We achieve this idea by sampling worse-case data per the gradient norm information and then enhancing their loss values to update the classifier. We demonstrate the effectiveness of this new learning algorithm on two publicly available cervical cell classification datasets (the two largest ones to the best of our knowledge), and positive results (4% accuracy improvement) yield in the extensive experiments. The source codes are available at: https://github.com/YouyiSong/Worse-Case-Boosting. © 2023 Elsevier B.V.","37913578","Article","Final","","Scopus"
"Silva, G.F.S.; Duarte, L.S.; Shirassu, M.M.; Peres, S.V.; de Moraes, M.A.; Chiavegatto Filho, A.","Silva, Gabriel Ferreira Dos Santos (57753238900); Duarte, Luciane Simões (36857304900); Shirassu, Mírian Matsura (6507328550); Peres, S. V. (59830229800); de Moraes, Marcos Antonio (57214664150); Chiavegatto Filho, A. D.P. (16416577700)","57753238900; 36857304900; 6507328550; 59830229800; 57214664150; 16416577700","Machine learning for longitudinal mortality risk prediction in patients with malignant neoplasm in São Paulo, Brazil","2023","Artificial Intelligence in the Life Sciences","3","10.1016/j.ailsci.2023.100061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147383504&doi=10.1016%2Fj.ailsci.2023.100061&partnerID=40&md5=f42f3008881f9fe536041d395bf2d9c4","Artificial intelligence is becoming an important diagnostic and prognostic tool in recent years, as machine learning algorithms have been shown to improve clinical decision-making. These algorithms will have some of their most important applications in developing regions with restricted data collection, but their performance under this condition is still widely unknown. We analyzed longitudinal data from São Paulo, Brazil, to develop machine learning algorithms to predict the risk of death in patients with cancer. We tested different algorithms using nine separate model structures. Considering the area under the ROC curve (AUC-ROC), we obtained values of 0.946 for the general model, 0.945 for the model with the five main cancers, 0.899 for bronchial and lung cancer, 0.947 for breast cancer, 0.866 for stomach cancer, 0.872 for colon cancer, 0.923 for rectum cancer, 0.955 for prostate cancer, and 0.917 for uterine cervix cancer. Our results indicate the potential of building models for predicting mortality risk in cancer patients in developing regions using only routinely-collected data. © 2023","","Article","Final","All Open Access; Gold Open Access","Scopus"
"Khan, A.; Han, S.; Ilyas, N.; Lee, Y.-M.; Lee, B.","Khan, Anwar (58016949200); Han, Seunghyeon (58016988900); Ilyas, Naveed (57224696112); Lee, Yong-moon (57190869632); Lee, Boreom R. (16230607300)","58016949200; 58016988900; 57224696112; 57190869632; 16230607300","CervixFormer: A Multi-scale swin transformer-Based cervical pap-Smear WSI classification framework","2023","Computer Methods and Programs in Biomedicine","34","10.1016/j.cmpb.2023.107718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164675420&doi=10.1016%2Fj.cmpb.2023.107718&partnerID=40&md5=0b6b856766cb32e418fcbd2eb23274a5","Background and Objectives: Cervical cancer affects around 0.5 million women per year, resulting in over 0.3 million fatalities. Therefore, repetitive screening for cervical cancer is of utmost importance. Computer-assisted diagnosis is key for scaling up cervical cancer screening. Current recognition algorithms, however, perform poorly on the whole-slide image (WSI) analysis, fail to generalize for different staining methods and on uneven distribution for subtype imaging, and provide sub-optimal clinical-level interpretations. Herein, we developed CervixFormer—an end-to-end, multi-scale swin transformer-based adversarial ensemble learning framework to assess pre-cancerous and cancer-specific cervical malignant lesions on WSIs. Methods: The proposed framework consists of (1) a self-attention generative adversarial network (SAGAN) for generating synthetic images during patch-level training to address the class imbalanced problems; (2) a multi-scale transformer-based ensemble learning method for cell identification at various stages, including atypical squamous cells (ASC) and atypical squamous cells of undetermined significance (ASCUS), which have not been demonstrated in previous studies; and (3) a fusion model for concatenating ensemble-based results and producing final outcomes. Results: In the evaluation, the proposed method is first evaluated on a private dataset of 717 annotated samples from six classes, obtaining a high recall and precision of 0.940 and 0.934, respectively, in roughly 1.2 minutes. To further examine the generalizability of CervixFormer, we evaluated it on four independent, publicly available datasets, namely, the CRIC cervix, Mendeley LBC, SIPaKMeD Pap Smear, and Cervix93 Extended Depth of Field image datasets. CervixFormer obtained a fairly better performance on two-, three-, four-, and six-class classification of smear- and cell-level datasets. For clinical interpretation, we used GradCAM to visualize a coarse localization map, highlighting important regions in the WSI. Notably, CervixFormer extracts feature mostly from the cell nucleus and partially from the cytoplasm. Conclusions: In comparison with the existing state-of-the-art benchmark methods, the CervixFormer outperforms them in terms of recall, accuracy, and computing time. © 2023","37451230","Article","Final","","Scopus"
"Kaur, M.; Singh, D.; Kumar, V.; Lee, H.-N.","Kaur, Manjit (57209860887); Singh, Dilbag (57195923799); Kumar, Vijay Rakesh (57375362000); Lee, Heungno (7501479875)","57209860887; 57195923799; 57375362000; 7501479875","MLNet: Metaheuristics-Based Lightweight Deep Learning Network for Cervical Cancer Diagnosis","2023","IEEE Journal of Biomedical and Health Informatics","32","10.1109/JBHI.2022.3223127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142840892&doi=10.1109%2FJBHI.2022.3223127&partnerID=40&md5=7ffb80928f7e8c5cdbc129e875f00e98","One of the leading causes of cancer-related deaths among women is cervical cancer. Early diagnosis and treatment can minimize the complications of this cancer. Recently, researchers have designed and implemented many deep learning-based automated cervical cancer diagnosis models. However, the majority of these models suffer from over-fitting, parameter tuning, and gradient vanishing problems. To overcome these problems, in this paper a metaheuristics-based lightweight deep learning network (MLNet) is proposed. Initially, the hyper-parameters tuning problem of convolutional neural network (CNN) is defined as a multi-objective problem. Particle swarm optimization (PSO) is used to optimally define the CNN architecture. Thereafter, Dynamically hybrid niching differential evolution (DHDE) is utilized to optimize the hyper-parameters of CNN layers. Each particle of PSO and solution of DHDE together represent the possible CNN configuration. F-score is used as a fitness function. The proposed MLNet is trained and validated on three benchmark cervical cancer datasets. On the Herlev dataset, MLNet outperforms the existing models in terms of accuracy, f-measure, sensitivity, specificity, and precision by 1.6254%, 1.5178%, 1.5780%, 1.7145%, and 1.4890%, respectively. Also, on the SIPaKMeD dataset, MLNet achieves better performance than the existing models in terms of accuracy, f-measure, sensitivity, specificity, and precision by 2.1250%, 2.2455%, 1.9074%, 1.9258%, and 1.8975%, respectively. Finally, on the Mendeley LBC dataset, MLNet achieves better performance than the competitive models in terms of accuracy, f-measure, sensitivity, specificity, and precision by 1.4680%, 1.5845%, 1.3582%, 1.3926%, and 1.4125%, respectively. © 2013 IEEE.","36399582","Article","Final","","Scopus"
"Jha, A.K.; Mithun, S.; Sherkhane, U.B.; Jaiswar, V.; Osong, B.; Purandare, N.; Kannan, S.; Prabhash, K.; Gupta, S.; Vanneste, B.; Rangarajan, V.; Dekker, A.; Wee, L.","Jha, Ashish Kumar (57197687905); Mithun, Sneha (57163516700); Sherkhane, Umeshkumar B. (57221671059); Jaiswar, Vinay (57221677446); Osong, Biche (57217003016); Purandare, Nilendu Chandrakant (7003293572); Kannan, Sadhana (7102340501); Prabhash, Kumar P. (59157641600); Gupta, Sudeep (58263808500); Vanneste, Ben G.L. (39162268200); Rangarajan, Venkatesh (6603448872); Dekker, Andre L.A.J. (57225379184); Wee, Leonard S. (57213352753)","57197687905; 57163516700; 57221671059; 57221677446; 57217003016; 7003293572; 7102340501; 59157641600; 58263808500; 39162268200; 6603448872; 57225379184; 57213352753","Systematic review and meta-analysis of prediction models used in cervical cancer","2023","Artificial Intelligence in Medicine","45","10.1016/j.artmed.2023.102549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152450678&doi=10.1016%2Fj.artmed.2023.102549&partnerID=40&md5=fa277cdf6145b4cda035790161504e8a","Background: Cervical cancer is one of the most common cancers in women with an incidence of around 6.5 % of all the cancer in women worldwide. Early detection and adequate treatment according to staging improve the patient's life expectancy. Outcome prediction models might aid treatment decisions, but a systematic review on prediction models for cervical cancer patients is not available. Design: We performed a systematic review for prediction models in cervical cancer following PRISMA guidelines. Key features that were used for model training and validation, the endpoints were extracted from the article and data were analyzed. Selected articles were grouped based on prediction endpoints i.e. Group1: Overall survival, Group2: progression-free survival; Group3: recurrence or distant metastasis; Group4: treatment response; Group5: toxicity or quality of life. We developed a scoring system to evaluate the manuscript. As per our criteria, studies were divided into four groups based on scores obtained in our scoring system, the Most significant study (Score > 60 %); Significant study (60 % > Score > 50 %); Moderately Significant study (50 % > Score > 40 %); least significant study (score < 40 %). A meta-analysis was performed for all the groups separately. Results: The first line of search selected 1358 articles and finally 39 articles were selected as eligible for inclusion in the review. As per our assessment criteria, 16, 13 and 10 studies were found to be the most significant, significant and moderately significant respectively. The intra-group pooled correlation coefficient for Group1, Group2, Group3, Group4, and Group5 were 0.76 [0.72, 0.79], 0.80 [0.73, 0.86], 0.87 [0.83, 0.90], 0.85 [0.77, 0.90], 0.88 [0.85, 0.90] respectively. All the models were found to be good (prediction accuracy [c-index/AUC/R2] >0.7) in endpoint prediction. Conclusions: Prediction models of cervical cancer toxicity, local or distant recurrence and survival prediction show promising results with reasonable prediction accuracy [c-index/AUC/R2 > 0.7]. These models should also be validated on external data and evaluated in prospective clinical studies. © 2023 The Author(s)","37100501","Review","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus"
"Sheehy, J.; Rutledge, H.; Acharya, U.R.; Bibi, H.W.; Gururajan, R.; Tao, X.; Zhou, X.; Li, Y.; Gurney, T.; Kondalsamy-Chennakesavan, S.","Sheehy, Joshua (58176873700); Rutledge, Hamish (58177400800); Acharya, Rajendra U. (7004510847); Bibi, Nighat (57220933535); Gururajan, Raj (12809340100); Tao, Xiaohui (22837029600); Zhou, Xujuan (16647816800); Li, Yuefeng (35318087600); Gurney, Tiana M. (57218576102); Kondalsamy-Chennakesavan, Srinivas N. (8868800300)","58176873700; 58177400800; 7004510847; 57220933535; 12809340100; 22837029600; 16647816800; 35318087600; 57218576102; 8868800300","Gynecological cancer prognosis using machine learning techniques: A systematic review of the last three decades (1990–2022)","2023","Artificial Intelligence in Medicine","22","10.1016/j.artmed.2023.102536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152133379&doi=10.1016%2Fj.artmed.2023.102536&partnerID=40&md5=9e0c5a9126f2d221d10ec9765fda5d94","Objective: Many Computer Aided Prognostic (CAP) systems based on machine learning techniques have been proposed in the field of oncology. The objective of this systematic review was to assess and critically appraise the methodologies and approaches used in predicting the prognosis of gynecological cancers using CAPs. Methods: Electronic databases were used to systematically search for studies utilizing machine learning methods in gynecological cancers. Study risk of bias (ROB) and applicability were assessed using the PROBAST tool. 139 studies met the inclusion criteria, of which 71 predicted outcomes for ovarian cancer patients, 41 predicted outcomes for cervical cancer patients, 28 predicted outcomes for uterine cancer patients, and 2 predicted outcomes for gynecological malignancies broadly. Results: Random forest (22.30 %) and support vector machine (21.58 %) classifiers were used most commonly. Use of clinicopathological, genomic and radiomic data as predictors was observed in 48.20 %, 51.08 % and 17.27 % of studies, respectively, with some studies using multiple modalities. 21.58 % of studies were externally validated. Twenty-three individual studies compared ML and non-ML methods. Study quality was highly variable and methodologies, statistical reporting and outcome measures were inconsistent, preventing generalized commentary or meta-analysis of performance outcomes. Conclusion: There is significant variability in model development when prognosticating gynecological malignancies with respect to variable selection, machine learning (ML) methods and endpoint selection. This heterogeneity prevents meta-analysis and conclusions regarding the superiority of ML methods. Furthermore, PROBAST-mediated ROB and applicability analysis demonstrates concern for the translatability of existing models. This review identifies ways that this can be improved upon in future works to develop robust, clinically translatable models within this promising field. © 2023 Elsevier B.V.","37100507","Review","Final","","Scopus"
"Li, Y.-X.; Chen, F.; Shi, J.-J.; Huang, Y.-L.; Wang, M.","Li, Yixin (59292268000); Chen, Feng (58360336700); Shi, Jiaojiao (57994261200); Huang, Yuli (59286483300); Wang, Mei (57281748300)","59292268000; 58360336700; 57994261200; 59286483300; 57281748300","Convolutional Neural Networks for Classifying Cervical Cancer Types Using Histological Images","2023","Journal of Digital Imaging","24","10.1007/s10278-022-00722-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143413874&doi=10.1007%2Fs10278-022-00722-8&partnerID=40&md5=2f5bc2bf7dd115f3c86f128b6e5d36d6","Cervical cancer is the most common cancer among women worldwide. The diagnosis and classification of cancer are extremely important, as it influences the optimal treatment and length of survival. The objective was to develop and validate a diagnosis system based on convolutional neural networks (CNN) that identifies cervical malignancies and provides diagnostic interpretability. A total of 8496 labeled histology images were extracted from 229 cervical specimens (cervical squamous cell carcinoma, SCC, n = 37; cervical adenocarcinoma, AC, n = 8; nonmalignant cervical tissues, n = 184). AlexNet, VGG-19, Xception, and ResNet-50 with five-fold cross-validation were constructed to distinguish cervical cancer images from nonmalignant images. The performance of CNNs was quantified in terms of accuracy, precision, recall, and the area under the receiver operating curve (AUC). Six pathologists were recruited to make a comparison with the performance of CNNs. Guided Backpropagation and Gradient-weighted Class Activation Mapping (Grad-CAM) were deployed to highlight the area of high malignant probability. The Xception model had excellent performance in identifying cervical SCC and AC in test sets. For cervical SCC, AUC was 0.98 (internal validation) and 0.974 (external validation). For cervical AC, AUC was 0.966 (internal validation) and 0.958 (external validation). The performance of CNNs falls between experienced and inexperienced pathologists. Grad-CAM and Guided Gard-CAM ensured diagnoses interpretability by highlighting morphological features of malignant changes. CNN is efficient for histological image classification tasks of distinguishing cervical malignancies from benign tissues and could highlight the specific areas of concern. All these findings suggest that CNNs could serve as a diagnostic tool to aid pathologic diagnosis. © 2022, The Author(s) under exclusive licence to Society for Imaging Informatics in Medicine.","36474087","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Özbay, E.; Altunbey Özbay, F.A.","Özbay, Erdal (57200273253); Altunbey Özbay, Feyza (57211061747)","57200273253; 57211061747","Interpretable pap-smear image retrieval for cervical cancer detection with rotation invariance mask generation deep hashing","2023","Computers in Biology and Medicine","32","10.1016/j.compbiomed.2023.106574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147798511&doi=10.1016%2Fj.compbiomed.2023.106574&partnerID=40&md5=617a7a27414e04e6449c59138e91ef9a","Cervical cancer is a common disease in women, affecting their lives negatively and often resulting in death. Pap-smear tests are preferred by doctors as the primary tool in the early diagnosis and treatment of the disease. Physicians can be facilitated in the detection of five different categories of cervical cancer and similar cellular disease cases with the Pap-smear image retrieval technology. In this study, an algorithm for retrieval of cervical cancer images using hash coding with a Convolutional Neural Network (CNN) has been implemented. A sensitive deep hashing method combining interpretable mask generation and rotation invariance is proposed for cervical cancer detection. The distinctive features of cervical cancer cells with complex morphological features are focused on with the proposed hybrid dilated convolution spatial attention module and insignificant features are eliminated. Moreover, the loss function of Cauchy rotation invariance in terms of cervical cancer cell target is presented. In this way, the differences in the input samples are revealed, allowing the CNN to learn from different angles and achieve certain rotation invariance. The versatility and performance of the proposed method, as well as the efficiency of the loss function, have been tested on the SIPaKMeD and Mendeley LBC datasets consisting of cervical cancer images. In the experimental results obtained, it is shown that the proposed spatial attention module and rotational invariance deep hashing network generate high performance in cervical cancer image retrieval problems. © 2023 Elsevier Ltd","36738706","Article","Final","","Scopus"
"Maurya, S.; Tiwari, S.; Mothukuri, M.C.; Tangeda, C.M.; Nandigam, R.N.S.; Addagiri, D.C.","Maurya, Sonam (56135775000); Tiwari, Sushil (57194002618); Mothukuri, Monika Chowdary (57966035200); Tangeda, Chandra Mallika (57965873600); Nandigam, Rohitha Naga Sri (57965873700); Addagiri, Durga Chandana (57966080000)","56135775000; 57194002618; 57966035200; 57965873600; 57965873700; 57966080000","A review on recent developments in cancer detection using Machine Learning and Deep Learning models","2023","Biomedical Signal Processing and Control","84","10.1016/j.bspc.2022.104398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141922721&doi=10.1016%2Fj.bspc.2022.104398&partnerID=40&md5=6ffb28f066b0f25b5290e1ead2882013","Cancer is a fatal illness frequently caused by a variety of obsessive changes and genetic disorders. Cancer cells knowing as abnormal cells can grow in any part of the human body. A preliminary diagnosis of cancer is necessary as cancer is one of the most alarming diseases. Detecting cancer and treating it in the initial stage can decrease the death rate. Our aim of this study is to analyze and review various relevant research papers published over the last 5 years for cancer detection using Machine Learning (ML) and Deep Learning (DL) techniques. We have mainly considered the techniques developed for Brain Tumor detection, Cervical Cancer detection, Breast Cancer detection, Skin Cancer detection and Lung Cancer detection. Recent statistics show that these cancers are causing higher mortality rates among men and women in comparison to the other types of cancers. In this review article, various recent ML and DL models developed to detect these cancers are analyzed and discussed on the most important metrics such as accuracy, specificity, sensitivity, F-score, precision, recall etc. which are tested on several datasets in the literature. At last, open research challenges in each cancer category are also pointed out for the purpose of future research work opportunities. © 2022 Elsevier Ltd","","Review","Final","","Scopus"
