"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source"
"Noh, J.; Park, S.Y.; Bae, W.; Kim, K.; Cho, J.-H.; Lee, J.S.; Kang, S.-W.; Kim, Y.-L.; Kim, Y.S.; Lim, C.S.; Lee, J.P.; Yoo, K.D.","Noh, Junhyug (56878320200); Park, Sun-young (58645312600); Bae, Wonho (57696326500); Kim, Kangil (36622862500); Cho, Jang-hee (7403536291); Lee, Jong-soo (57201264463); Kang, Shin-wook (34768359700); Kim, Yong-lim (55633533600); Kim, Yon Su (7410205767); Lim, Chunsoo (15019536200); Lee, Jungpyo (56028990400); Yoo, Kyung-don (56603636300)","56878320200; 58645312600; 57696326500; 36622862500; 7403536291; 57201264463; 34768359700; 55633533600; 7410205767; 15019536200; 56028990400; 56603636300","Predicting early mortality in hemodialysis patients: a deep learning approach using a nationwide prospective cohort in South Korea","2024","Scientific Reports","5","10.1038/s41598-024-80900-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210519945&doi=10.1038%2Fs41598-024-80900-6&partnerID=40&md5=e35b49247fa5ccf573cc6d06014a3dae","Early mortality after hemodialysis (HD) initiation significantly impacts the longevity of HD patients. This study aimed to quantify the effect sizes of risk factors on mortality using various machine learning approaches. A cohort of 3284 HD patients from the CRC-ESRD (2008–2014) was analyzed. Mortality risk models were validated using logistic regression, ridge regression, lasso regression, and decision trees, as well as ensemble methods like bagging and random forest. To better handle missing data and time-series variables, a recurrent neural network (RNN) with an autoencoder was also developed. Additionally, survival models predicting hazard ratios were employed using survival analysis techniques. The analysis included 1750 prevalent and 1534 incident HD patients (mean age 58.4 ± 13.6 years, 59.3% male). Over a median follow-up of 66.2 months, the overall mortality rate was 19.3%. Random forest models achieved an AUC of 0.8321 for first-year mortality prediction, which was further improved by the RNN with autoencoder (AUC 0.8357). The survival bagging model had the highest hazard ratio predictability (C-index 0.7756). A shorter dialysis duration (< 14.9 months) and high modified Charlson comorbidity index scores (7–9) were associated with hazard ratios up to 7.76 (C-index 0.7693). Comorbidities were more influential than age in predicting early mortality. Monitoring dialysis adequacy (KT/V), RAAS inhibitor use, and urine output is crucial for assessing early prognosis. © The Author(s) 2024.","39609495","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Li, X.; Tian, Y.; Li, S.; Wu, H.; Wang, T.","Li, Xiaojing (58515539900); Tian, Yueqin (58135990600); Li, Shuangmei (57438934700); Wu, Haidong (56809598800); Wang, Tong (55709810300)","58515539900; 58135990600; 57438934700; 56809598800; 55709810300","Interpretable prediction of 30-day mortality in patients with acute pancreatitis based on machine learning and SHAP","2024","BMC Medical Informatics and Decision Making","5","10.1186/s12911-024-02741-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208603395&doi=10.1186%2Fs12911-024-02741-7&partnerID=40&md5=338fb870f2b657e955be35abd43e2c62","Background: Severe acute pancreatitis (SAP) can be fatal if left unrecognized and untreated. The purpose was to develop a machine learning (ML) model for predicting the 30-day all-cause mortality risk in SAP patients and to explain the most important predictors. Methods: This research utilized six ML methods, including logistic regression (LR), k-nearest neighbors(KNN), support vector machines (SVM), naive Bayes (NB), random forests(RF), and extreme gradient boosting(XGBoost), to construct six predictive models for SAP. An extensive evaluation was conducted to determine the most effective model and then the Shapley Additive exPlanations (SHAP) method was applied to visualize key variables. Utilizing the optimized model, stratified predictions were made for patients with SAP. Further, the study employed multivariable Cox regression analysis and Kaplan-Meier survival curves, along with subgroup analysis, to explore the relationship between the machine learning-based score and 30-day mortality. Results: Through LASSO regression and recursive feature elimination (RFE), 25 optimal feature variables are selected. The XGBoost model performed best, with an area under the curve (AUC) of 0.881, a sensitivity of 0.5714, a specificity of 0.9651 and an F1 score of 0.64. The first six most important feature variables were the use of vasopressor, high Charlson comorbidity index, low blood oxygen saturation, history of malignant tumor, hyperglycemia and high APSIII score. Based on the optimal threshold of 0.62, patients were divided into high and low-risk groups, and the 30-day survival rate in the high-risk group decreased significantly. COX regression analysis further confirmed the positive correlation between high-risk scores and 30-day mortality. In the subgroup analysis, the model showed good risk stratification ability in patients with different gender, renal replacement therapy and with or without a history of malignant tumor, but it was not effective in predicting peripheral vascular disease. Conclusions: the XGBoost model effectively predicts the severity of SAP, serving as a valuable tool for clinicians to identify SAP early. © The Author(s) 2024.","39501235","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Kang, H.Y.J.; Ko, M.; Ryu, K.S.","Kang, Ha Ye Jin (57220114930); Ko, Minsam (37104441600); Ryu, Kwang-sun (50263181500)","57220114930; 37104441600; 50263181500","Prediction model for survival of younger patients with breast cancer using the breast cancer public staging database","2024","Scientific Reports","4","10.1038/s41598-024-76331-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208081551&doi=10.1038%2Fs41598-024-76331-y&partnerID=40&md5=180bd100e75c3de5fe7cd483b95aa5c7","Breast cancer (BC) is a major contributor to female mortality worldwide, particularly in young women with aggressive tumors. Despite the need for accurate prognosis in this demographic, existing studies primarily focus on broader age groups, often using the SEER database, which has limitations in variable selection. This study aimed to develop an ML-based model to predict survival outcomes in young BC patients using the BC public staging database. A total of 3,401 patients with BC were included in the study. Patients were categorized as younger (n = 1574) and older (n = 1827). We applied several survival models—Random Survival Forest, Gradient Boosting Survival, Extra Survival Trees (EST), and penalized Cox models (Lasso and ElasticNet)—to compare mortality characteristics. The EST model outperformed others in predicting mortality for both age groups. Older patients exhibited a higher prevalence of comorbidities compared to younger patients. Tumor stage was the primary variable used to train the model for mortality prediction in both groups. COPD was a significant variable only in younger patients with BC. Other variables exhibited varying degrees of consistency in each group. These findings can help identify high-risk young female patients with BC who require aggressive treatment by predicting the risk of mortality. © The Author(s) 2024.","39468113","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Mayourian, J.; van Boxtel, J.P.A.; Sleeper, L.A.; Diwanji, V.; Geva, A.; Oâ€™Leary, E.T.; Triedman, J.K.; Ghelani, S.J.; Wald, R.M.; Valente, A.M.; Geva, T.","Mayourian, Joshua (57190440213); van Boxtel, Juul P.A. (57224977453); Sleeper, Lynn A. (7003736670); Diwanji, Vedang (59504695800); Geva, Alon (7004420773); Oâ€™Leary, Edward T. (56444422300); Triedman, John K. (7006256861); Ghelani, Sunil J. (26430617100); Wald, Rachel Maya (8839169000); Valente, Anne Marie (7102409879); Geva, Tal (7004838492)","57190440213; 57224977453; 7003736670; 59504695800; 7004420773; 56444422300; 7006256861; 26430617100; 8839169000; 7102409879; 7004838492","Electrocardiogram-Based Deep Learning to Predict Mortality in Repaired Tetralogy of Fallot","2024","JACC: Clinical Electrophysiology","6","10.1016/j.jacep.2024.07.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205478152&doi=10.1016%2Fj.jacep.2024.07.015&partnerID=40&md5=76b5fe825105449522606ba8bb474f7a","Background: Artificial intelligence–enhanced electrocardiogram (AI-ECG) analysis shows promise to predict mortality in adults with acquired cardiovascular diseases. However, its application to the growing repaired tetralogy of Fallot (rTOF) population remains unexplored. Objectives: This study aimed to develop and externally validate an AI-ECG model to predict 5-year mortality in rTOF. Methods: A convolutional neural network was trained on electrocardiograms (ECGs) obtained at Boston Children's Hospital and tested on Boston (internal testing) and Toronto (external validation) INDICATOR (International Multicenter TOF Registry) cohorts to predict 5-year mortality. Model performance was evaluated on single ECGs per patient using area under the receiver operating (AUROC) and precision recall (AUPRC) curves. Results: The internal testing and external validation cohorts comprised of 1,054 patients (13,077 ECGs at median age 17.8 [Q1-Q3: 7.9-30.5] years; 54% male; 6.1% mortality) and 335 patients (5,014 ECGs at median age 38.3 [Q1-Q3: 29.1-48.7] years; 57% male; 8.4% mortality), respectively. Model performance was similar during internal testing (AUROC 0.83, AUPRC 0.18) and external validation (AUROC 0.81, AUPRC 0.21). AI-ECG performed similarly to the biventricular global function index (an imaging biomarker) and outperformed QRS duration. AI-ECG 5-year mortality prediction, but not QRS duration, was a significant independent predictor when added into a Cox regression model with biventricular global function index to predict shorter time-to-death on internal and external cohorts. Saliency mapping identified QRS fragmentation, wide and low amplitude QRS complexes, and flattened T waves as high-risk features. Conclusions: This externally validated AI-ECG model may complement imaging biomarkers to improve risk stratification in patients with rTOF. © 2024 American College of Cardiology Foundation","39297841","Article","Final","","Scopus"
"Zhou, H.; Yang, C.; Li, J.; Sun, L.","Zhou, Han (58866185900); Yang, Chen (58865963100); Li, Jingjie (35275188000); Sun, Lin I. (57203522789)","58866185900; 58865963100; 35275188000; 57203522789","Association of N-terminal pro-B natriuretic peptide with all-cause mortality and cardiovascular mortality in obese and non-obese populations and the development of a machine learning prediction model: National Health and Nutrition Examination Survey (NHANES) 1999–2004","2024","Diabetes, Obesity and Metabolism","2","10.1111/dom.15927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203346527&doi=10.1111%2Fdom.15927&partnerID=40&md5=6d3bb2ed9b21533e8fa1af4c4ca1b50e","Aims: To explore the potential of N-terminal pro-B natriuretic peptide (NTproBNP) in identifying adverse outcomes, particularly cardiovascular adverse outcomes, in a population with obesity, and to establish a risk prediction model. Methods: The data for this study were obtained from the National Health and Nutrition Examination Survey (NHANES) for 6772 participants without heart failure, for the years 1999 to 2004. Multivariable Cox regression models, cubic spline restricted models and Kaplan–Meier curves were used to evaluate the relationship between NTproBNP and both all-cause mortality and cardiovascular mortality. Predictive models were established using seven machine learning methods, and evaluation was conducted using precision, recall, F1 score, accuracy, and area under the curve (AUC) values. Results: During the population follow-up, out of 6772 participants, 1554 died, with 365 deaths attributed to cardiovascular disease. After adjusting for relevant covariates, NTproBNP levels ≥300 pg/mL were positively associated with both all-cause mortality (hazard ratio [HR] 3.00, 95% confidence interval [CI] 2.48, 3.67) and cardiovascular mortality (HR 6.05, 95% CI 3.67, 9.97), and remained significant across different body mass index (BMI) strata. However, in participants without abdominal obesity, the correlation between NTproBNP and cardiovascular mortality was significantly reduced. Among the seven machine learning methods, logistic regression demonstrated better predictive performance for both all-cause mortality (AUC 0.86925) and cardiovascular mortality (AUC 0.85115). However, establishing accurate cardiovascular mortality prediction models for non-abdominal obese individuals proved challenging. Conclusion: The study showed that NTproBNP can serve as a predictive factor for all-cause mortality and cardiovascular mortality in individuals with different BMIs, including obese individuals. However, significant cardiovascular mortality correlation was observed only for NTproBNP levels ≥300 pg/mL, and only among participants with abdominal obesity. © 2024 John Wiley & Sons Ltd.","39239686","Article","Final","","Scopus"
"Hamar, Á.; Mohammed, D.; Váradi, A.; Herczeg, R.; Balázsfalvi, N.; Fülesdi, B.; László, I.; Gömöri, L.; Gergely, P.A.; Kovács, G.L.; Jáksó, K.; Gombos, K.","Hamar, Ágoston (57866157000); Mohammed, Daryan (59144904500); Váradi, Alex (57194416167); Herczeg, R. (55251698900); Balázsfalvi, Norbert (57208668936); Fülesdi, Béla (7004713117); László, István (56008773400); Gömöri, Lídia (58252788200); Gergely, Péter Attila (57203035241); Kovács, Gábor L. (55614135100); Jáksó, Krisztián (59144904600); Gombos, Katalin (16303950300)","57866157000; 59144904500; 57194416167; 55251698900; 57208668936; 7004713117; 56008773400; 58252788200; 57203035241; 55614135100; 59144904600; 16303950300","COVID-19 mortality prediction in Hungarian ICU settings implementing random forest algorithm","2024","Scientific Reports","7","10.1038/s41598-024-62791-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194218004&doi=10.1038%2Fs41598-024-62791-9&partnerID=40&md5=e8d0533ba879b335748ed3db9ad2811a","The emergence of newer SARS-CoV-2 variants of concern (VOCs) profoundly changed the ICU demography; this shift in the virus’s genotype and its correlation to lethality in the ICUs is still not fully investigated. We aimed to survey ICU patients’ clinical and laboratory parameters in correlation with SARS-CoV-2 variant genotypes to lethality. 503 COVID-19 ICU patients were included in our study beginning in January 2021 through November 2022 in Hungary. Furthermore, we implemented random forest (RF) as a potential predictor regarding SARS-CoV-2 lethality among 649 ICU patients in two ICU centers. Survival analysis and comparison of hypertension (HT), diabetes mellitus (DM), and vaccination effects were conducted. Logistic regression identified DM as a significant mortality risk factor (OR: 1.55, 95% CI 1.06–2.29, p = 0.025), while HT showed marginal significance. Additionally, vaccination demonstrated protection against mortality (p = 0.028). RF detected lethality with 81.42% accuracy (95% CI 73.01–88.11%, [AUC]: 91.6%), key predictors being PaO<inf>2</inf>/FiO<inf>2</inf> ratio, lymphocyte count, and chest Computed Tomography Severity Score (CTSS). Although a smaller number of patients require ICU treatment among Omicron cases, the likelihood of survival has not proportionately increased for those who are admitted to the ICU. In conclusion, our RF model supports more effective clinical decision-making among ICU COVID-19 patients. © The Author(s) 2024.","38789490","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Selvan, K.C.; Reicher, J.; Muelly, M.; Kalra, A.; Adegunsoye, A.","Selvan, Kavitha C. (57189598898); Reicher, Joshua Jay (16444407200); Muelly, Michael C. (57189219667); Kalra, Angad (57217871941); Adegunsoye, Ayodeji O. (36863166700)","57189598898; 16444407200; 57189219667; 57217871941; 36863166700","Machine learning classifier is associated with mortality in interstitial lung disease: a retrospective validation study leveraging registry data","2024","BMC Pulmonary Medicine","4","10.1186/s12890-024-03021-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194128468&doi=10.1186%2Fs12890-024-03021-w&partnerID=40&md5=35f949d0ccd9ddbe9a9ed4e0e1267a01","Background: Mortality prediction in interstitial lung disease (ILD) poses a significant challenge to clinicians due to heterogeneity across disease subtypes. Currently, forced vital capacity (FVC) and Gender, Age, and Physiology (GAP) score are the two most utilized metrics in prognostication. Recently, a machine learning classifier system, Fibresolve, designed to identify a variety of computed tomography (CT) patterns associated with idiopathic pulmonary fibrosis (IPF), was demonstrated to have a significant association with mortality across multiple subtypes of ILD. The purpose of this follow-up study was to retrospectively validate these findings in a large, external cohort of patients with ILD. Methods: In this multi-center validation study, Fibresolve was applied to chest CT scans of patients with confirmed ILD that had available follow-up data. Fibresolve scores categorized by tertile were analyzed using Cox regression analysis adjusted for tobacco use and modified GAP (mGAP) score. Results: Of 643 patients included, 446 (69.3%) died over a median follow-up time of 144 [1-821] weeks. The median [range] mGAP score was 5 [3–7]. In multivariable analysis, Fibresolve score categorized by tertile was significantly associated with mortality (Tertile 2 HR 1.47, 95% CI 0.82–2.37, p = 0.11; Tertile 3 HR 3.12, 95% CI 1.98–4.90, p < 0.001). Subgroup analyses revealed significant associations amongst those with non-IPF ILDs (Tertile 2 HR 1.95, 95% CI 1.28–2.97, Tertile 3 HR 4.66, 95% CI 2.94–7.38) and severe disease, defined by a FVC ≤ 75% (Tertile 2 HR 2.29, 95% CI 1.43–3.67, Tertile 3 HR 4.80, 95% CI 2.93–7.86). Conclusions: Fibresolve is independently associated with mortality in ILD, particularly amongst patients with non-IPF ILDs and in those with severe disease. © The Author(s) 2024.","38783245","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Park, S.W.; Park, Y.-L.; Lee, E.-G.; Chae, H.; Park, P.; Choi, D.-W.; Choi, Y.H.; Hwang, J.; Ahn, S.; Kim, K.; Kim, W.J.; Kong, S.-Y.; Jung, S.-Y.; Kim, H.-J.","Park, Sang-won (57195302249); Park, Yelin (59457693200); Lee, Eungyeong (56520648900); Chae, Heejung (57192428447); Park, Phillip (57202782329); Choi, D. W. (57201729586); Choi, Yeonho (58066298900); Hwang, Juyeon (57892808700); Ahn, Seohyun (59020801700); Kim, Keunkyun (59458192400); Kim, Woojin (56560422500); Kong, Sun-young (12804432400); Jung, So-youn (35272292400); Kim, Hyunjin (59052922100)","57195302249; 59457693200; 56520648900; 57192428447; 57202782329; 57201729586; 58066298900; 57892808700; 59020801700; 59458192400; 56560422500; 12804432400; 35272292400; 59052922100","Mortality Prediction Modeling for Patients with Breast Cancer Based on Explainable Machine Learning","2024","Cancers","3","10.3390/cancers16223799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211034596&doi=10.3390%2Fcancers16223799&partnerID=40&md5=543e4de653e4d46719cfe0f8d645a9d3","Background/Objectives: Breast cancer is the most common cancer in women worldwide, requiring strategic efforts to reduce its mortality. This study aimed to develop a predictive classification model for breast cancer mortality using real-world data, including various clinical features. Methods: A total of 11,286 patients with breast cancer from the National Cancer Center were included in this study. The mortality rate of the total sample was approximately 6.2%. Propensity score matching was used to reduce bias. Several machine learning models, including extreme gradient boosting, were applied to 31 clinical features. To enhance model interpretability, we used the SHapley Additive exPlanations method. ML analyses were also performed on the samples, excluding patients who developed other cancers after breast cancer. Results: Among the ML models, the XGB model exhibited the highest discriminatory power, with an area under the curve of 0.8722 and a specificity of 0.9472. Key predictors of the mortality classification model included occurrence in other organs, age at diagnosis, N stage, T stage, curative radiation treatment, and Ki-67(%). Even after excluding patients who developed other cancers after breast cancer, the XGB model remained the best-performing, with an AUC of 0.8518 and a specificity of 0.9766. Additionally, the top predictors from SHAP were similar to the results for the overall sample. Conclusions: Our models provided excellent predictions of breast cancer mortality using real-world data from South Korea. Explainable artificial intelligence, such as SHAP, validated the clinical applicability and interpretability of these models. © 2024 by the authors.","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Tran, D.N.T.; Ducher, M.; Fouque, D.; Fauvel, J.-P.","Tran, Dung N.T. (59204606000); Ducher, Michel L. (6701437474); Fouque, Denis P. (7005189618); Fauvel, Jean Pierre (7004912760)","59204606000; 6701437474; 7005189618; 7004912760","External validation of a 2-year all-cause mortality prediction tool developed using machine learning in patients with stage 4–5 chronic kidney disease","2024","Journal of Nephrology","2","10.1007/s40620-024-02011-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197538088&doi=10.1007%2Fs40620-024-02011-9&partnerID=40&md5=1e5c2150adc51f1286c603faad8212db","Background: Chronic kidney disease (CKD) is associated with increased mortality. Individual mortality prediction could be of interest to improve individual clinical outcomes. Using an independent regional dataset, the aim of the present study was to externally validate the recently published 2-year all-cause mortality prediction tool developed using machine learning. Methods: A validation dataset of stage 4 or 5 CKD outpatients was used. External validation performance of the prediction tool at the optimal cutoff-point was assessed by the area under the receiver operating characteristic curve (AUC-ROC), accuracy, sensitivity, and specificity. A survival analysis was then performed using the Kaplan–Meier method. Results: Data of 527 outpatients with stage 4 or 5 CKD were analyzed. During the 2 years of follow-up, 91 patients died and 436 survived. Compared to the learning dataset, patients in the validation dataset were significantly younger, and the ratio of deceased patients in the validation dataset was significantly lower. The performance of the prediction tool at the optimal cutoff-point was: AUC-ROC = 0.72, accuracy = 63.6%, sensitivity = 72.5%, and specificity = 61.7%. The survival curves of the predicted survived and the predicted deceased groups were significantly different (p < 0.001). Conclusion: The 2-year all-cause mortality prediction tool for patients with stage 4 or 5 CKD showed satisfactory discriminatory capacity with emphasis on sensitivity. The proposed prediction tool appears to be of clinical interest for further development. © The Author(s) under exclusive licence to Italian Society of Nephrology 2024.","38965199","Article","Final","","Scopus"
"Villa-Murillo, A.; Costa, L.; Vásquez, C.","Villa-Murillo, Adriana (57219558164); Costa, Luís E. (57201200272); Vásquez, Carlos Luis (36723545200)","57219558164; 57201200272; 36723545200","A METHODOLOGICAL PROPOSAL TO ADDRESS THE ACADEMIC DROPOUT PHENOMENON BASED ON AN INTELLIGENT PREDICTION MODEL: A CASE STUDY; UMA PROPOSTA METODOLÓGICA PARA ABORDAR O FENÔMENO DA DESERÇÃO ACADÉMICA A PARTIR DE UM MODELO DE PREDIÇÃO INTELIGENTE: UM ESTUDO DE CASO; UNA PROPUESTA METODOLÓGICA PARA ABORDAR EL FENÓMENO DE LA DESERCIÓN ACADÉMICA A PARTIR DE UN MODELO DE PREDICCIÓN INTELIGENTE: UN CASO DE ESTUDIO","2024","Millenium: Journal of Education, Technologies, and Health","3","10.29352/mill0223.31378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180677917&doi=10.29352%2Fmill0223.31378&partnerID=40&md5=8be16d76f433926565934b5bc780622c","Introduction: University dropout is now considered a complex phenomenon that goes beyond the number of students not enrolled and that is continuously growing, especially in the first years of study. Objective: In the present study, a prediction model combining Survival Analysis, Decision Trees, and Random Forest, under the Machine Learning philosophy, is proposed for the early diagnosis of possible factors causing dropout in university students. Methods: The proposal consists of 3 phases: the Survival Analysis that allows estimating the probability of permanence of the student (survival). Phase 2 starts from the probability value obtained in the previous phase and uses it as a response variable in the modeling process based on Decision Trees to establish survival patterns around the variables considered. Finally, in phase 3, the critical variables in the model are identified using the Random Forest. Results: The proposed methodology allowed the design of a prediction model to identify the main segmentation variables in behavior patterns of possible cases of academic dropout. Conclusion: Even though the proposal was developed considering a particular case of a Chilean university, the efficient combination of metaheuristics allows the extrapolation of the methodology to any context and academic reality. However, the conditions and needs of each institution must be considered. © 2024, Polytechnic Institute of Viseu. All rights reserved.","","Article","Final","","Scopus"
"Hermoza, R.; Nascimento, J.C.; Carneiro, G.","Hermoza, Renato (57200224756); Nascimento, Jacinto C. (7006833402); Carneiro, G. Fluminense (23003641100)","57200224756; 7006833402; 23003641100","Weakly-supervised preclinical tumor localization associated with survival prediction from lung cancer screening Chest X-ray images","2024","Computerized Medical Imaging and Graphics","5","10.1016/j.compmedimag.2024.102395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192504025&doi=10.1016%2Fj.compmedimag.2024.102395&partnerID=40&md5=1b5e6799a8127810abbdb8fbc6ce58ef","In this paper, we hypothesize that it is possible to localize image regions of preclinical tumors in a Chest X-ray (CXR) image by a weakly-supervised training of a survival prediction model using a dataset containing CXR images of healthy patients and their time-to-death label. These visual explanations can empower clinicians in early lung cancer detection and increase patient awareness of their susceptibility to the disease. To test this hypothesis, we train a censor-aware multi-class survival prediction deep learning classifier that is robust to imbalanced training, where classes represent quantized number of days for time-to-death prediction. Such multi-class model allows us to use post-hoc interpretability methods, such as Grad-CAM, to localize image regions of preclinical tumors. For the experiments, we propose a new benchmark based on the National Lung Cancer Screening Trial (NLST) dataset to test weakly-supervised preclinical tumor localization and survival prediction models, and results suggest that our proposed method shows state-of-the-art C-index survival prediction and weakly-supervised preclinical tumor localization results. To our knowledge, this constitutes a pioneer approach in the field that is able to produce visual explanations of preclinical events associated with survival prediction results. © 2024 The Author(s)","38729092","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Kageyama, S.; Ninomiya, K.; Jonik, S.; Masuda, S.; Revaiah, P.C.; Tsai, T.-Y.; Garg, S.; Onuma, Y.; Serruys, P.W.; Mazurek, T.","Kageyama, Shigetaka (57695022200); Ninomiya, Kai (57204769044); Jonik, Szymon (57205531249); Masuda, Shinichiro (57264387000); Revaiah, Pruthvi Chenniganahosahalli (57210852497); Tsai, Tsungying (57193574154); Garg, Scot A. (13104177600); Onuma, Yosinobu (15051093400); Serruys, Patrick W. (34573036500); Mazurek, Tomasz (56618152000)","57695022200; 57204769044; 57205531249; 57264387000; 57210852497; 57193574154; 13104177600; 15051093400; 34573036500; 56618152000","Systematic screening by a heart team and a machine learning approach contribute to unraveling novel risk factors in revascularization candidates with complex coronary artery disease","2024","Polish Archives of Internal Medicine","3","10.20452/pamw.16747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197343866&doi=10.20452%2Fpamw.16747&partnerID=40&md5=85ee222684cb2601089a96ab22d6ba5a","Introduction The baseline characteristics affecting mortality following percutaneous or surgical revascularization in patients with left main and / or 3-vessel coronary artery disease (CAD) observed in real-world practice differ from those established in randomized controlled trials (RCTs) due to the constraints of inclusion / exclusion criteria. Objectives This study aimed to assess whether systematic screening enables identification of novel and registry-specific baseline patient characteristics influencing long-term mortality. Patient and methods Least absolute shrinkage and selection operator (LASSO) regression was used to screen 42 baseline patient characteristics shared by the SYNTAX (Synergy between Percutaneous Coronary Intervention with Taxus and Cardiac Surgery) trial and a single-center Polish registry of 1035 consecutive patients with complex CAD who received revascularization and were followed-up for 5 years. After screening, a classic Cox regression analysis was performed to examine the suitability of a linear model for predicting 5-year mortality, which was then compared with the mortality predicted in the same cohort using the SYNTAX score II 2020 (SS2020). Result s The 5-year mortality rate in the registry was 12.3%, and the strongest predictors were pulmonary hypertension, chronic obstructive pulmonary disease, and insulin-dependent diabetes. In an internal validation, the linear model constructed after LASSO screening and combined with a classic Cox regression analysis improved the prediction of 5-year mortality, as compared with the SS2020 (concordance index of 0.92 and 0.75, respectively). Conclusions A machine learning approach improved the detection of registry-specific risk factors in all-comer patients amenable to surgical or percutaneous revascularization who were evaluated by a heart team. The risk factors identified in RCTs are not necessarily the same as those detected in real clinical practice when systematic screening is applied. © Author(s), 2024.","38742937","Article","Final","All Open Access; Gold Open Access","Scopus"
"Misra, S.; Kawamura, Y.; Singh, P.; Sengupta, S.; Nath, M.; Rahman, Z.; Kumar, P.; Kumar, A.; Aggarwal, P.; Srivastava, A.K.; Pandit, A.K.; Mohania, D.; Maan, K.; Mishra, N.K.; Vibha, D.","Misra, Shubham (56973283300); Kawamura, Yuki (57216962716); Singh, Praveen Kumar (59423327300); Sengupta, Shantanu (7402546468); Nath, Manabesh (57194150501); Rahman, Zuhaibur (58489372100); Kumar, Pradeep (57190160103); Kumar, Amit Nanda (58369259800); Aggarwal, Praveen (58771292500); Srivastava, Achal Kumar (55224875800); Pandit, Awadh Kishor (55929148800); Mohania, Dheeraj (36138994900); Maan, Pratibha Nagendra (7401617344); Mishra, Nishant K. (23668620600); Vibha, Deepti (24174999000)","56973283300; 57216962716; 59423327300; 7402546468; 57194150501; 58489372100; 57190160103; 58369259800; 58771292500; 55224875800; 55929148800; 36138994900; 7401617344; 23668620600; 24174999000","Prognostic biomarkers of intracerebral hemorrhage identified using targeted proteomics and machine learning algorithms","2024","PLOS ONE","5","10.1371/journal.pone.0296616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195004775&doi=10.1371%2Fjournal.pone.0296616&partnerID=40&md5=d53bb182cf564af27f170dae7c725be6","Early prognostication of patient outcomes in intracerebral hemorrhage (ICH) is critical for patient care. We aim to investigate protein biomarkers’ role in prognosticating outcomes in ICH patients. We assessed 22 protein biomarkers using targeted proteomics in serum samples obtained from the ICH patient dataset (N = 150). We defined poor outcomes as modified Rankin scale score of 3–6. We incorporated clinical variables and protein biomarkers in regression models and random forest-based machine learning algorithms to predict poor outcomes and mortality. We report Odds Ratio (OR) or Hazard Ratio (HR) with 95% Confidence Interval (CI). We used five-fold cross-validation and bootstrapping for internal validation of prediction models. We included 149 patients for 90-day and 144 patients with ICH for 180-day outcome analyses. In multivariable logistic regression, UCH-L1 (adjusted OR 9.23; 95%CI 2.41–35.33), alpha-2-macroglobulin (aOR 5.57; 95%CI 1.26–24.59), and Serpin-A11 (aOR 9.33; 95%CI 1.09–79.94) were independent predictors of 90-day poor outcome; MMP-2 (aOR 6.32; 95%CI 1.82–21.90) was independent predictor of 180-day poor outcome. In multivariable Cox regression models, IGFBP-3 (aHR 2.08; 95%CI 1.24–3.48) predicted 90-day and MMP-9 (aOR 1.98; 95%CI 1.19–3.32) predicted 180-day mortality. Machine learning identified additional predictors, including haptoglobin for poor outcomes and UCH-L1, APO-C1, and MMP-2 for mortality prediction. Overall, random forest models outperformed regression models for predicting 180-day poor outcomes (AUC 0.89), and 90-day (AUC 0.81) and 180-day mortality (AUC 0.81). Serum biomarkers independently predicted short-term poor outcomes and mortality after ICH. Further research utilizing a multi-omics platform and temporal profiling is needed to explore additional biomarkers and refine predictive models for ICH prognosis. ©: © 2024 Misra et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","38829877","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
